Document #,Report,Operator,Operator #,Tracking #,Initial Report Date,Date of Discovery,Spill Type,Qtr Qtr,Section,Township,range,meridian,Latitude,Longitude,Municipality,county,Facility Type,Facility ID,API County Code,API Sequence Number,Spilled outside of berms,More than five barrels spilled,Oil Spill Volume,Condensate Spill Volume,Flow Back Spill Volume,Produced Water Spill Volume,E&P Waste Spill Volume,Other Waste,Drilling Fluid Spill Volume,Current Land Use,Other Land Use,Weather Conditions,Surface Owner,Surface Owner Other,Waters of the State,Residence / Occupied Structure,livestock,Public Byway,Surface Water Supply Area,Spill Description,Supplemental Report Date,Oil BBLs Spilled,Oil BBLs Recovered,Oil Unknown,Condensate BBLs Spilled,Condensate BBLs Recovered,Condensate Unknown,Produced Water BBLs Spilled,Produced Water BBLs Recovered,Produced Water Unknown,Drilling Fluid BBLs Spilled,Drilling Fluid BBLs Recovered,Drilling Fluid Unknown,Flow Back Fluid BBLs Spilled,Flow Back Fluid BBLs Recovered,Flow Back Fluid Unkown,Other E&P Waste BBLS Spilled,Other E&P Waste BBLS Recovered,Other E&P Waste Unknown,Other E&P Waste,Spill Contained within Berm,Emergency Pit Constructed,soil,groundwater,Surface Water,Dry Drainage Feature,Surface Area Length,Surface Area Width,Depth of Impact in Feet,Depth of Impact in Inches,Area Depth Determined,Geology Description,Depth to Groundwater,Water wells in area,Water Wells,Water Wells None,Surface Water Near,Surface Water None,Wetlands,Wetlands None,Springs,Springs None,Livestock Near,Livestock None,Occupied Buildings,Occupied Buildings None,Additional Spill Details,Supplemental Report Date CA,Human Error,Equipment Failure,Historical Unkown,Other,Other Description,Root Cause,Preventative Measures,Soil Excavated,Offsite Disposal,Onsite Treatment,Other Disposition,Other Disposition Description,Ground Water Removed,Surface Water Removed,Corrective Actions Completed,Approved Form 27,Form 27 Project Number,GEOID,TRACT_NAME,total_population,white_population,hispanic_population,median_household_income,poverty_population,unemployed_population,percent_white,percent_hispanic,percent_poverty,unemployment_rate,geometry,ruca_code,ruca_description,rurality,report_delay_full_days,report_delay_winsor99,report_delay_winsor99_int,Period,spill_type
402796649,I w/S,KP KAUFFMAN COMPANY INC,46290,402796649,2021-08-30,2018-01-09,Recent,NESW  ,20,1N    ,67W    ,6,40.03514,-104.91766,,WELD           ,OFF-LOCATION FLOWLINE,,   ,     ,,N,>=1 and <5,0,0,>=1 and <5,0,,0,NON-CROP LAND                      ,,"January, 8 2018                    ",FEE,,,,,,,KPK shut in associated well (Paul Heinze #1) to stop the active release. A vac truck was brought in to remove pooled fluids at surface. Excavation and disposal of impact soil completed.,08/31/2021,,,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,50.0,30.0,5.0,,Limits of excavation and confirmation soil sampling. ,"Nunn clay loam, 1 to 3 % slopes",20.0,4.0,1800.0,0.0,900.0,0.0,50.0,0.0,,1.0,,1.0,1400.0,0.0,,2021-09-01,0.0,0.0,0.0,0.0,,3-inch fiberglass line failure (cracked in unknown position). ,Flowline repaired and pressure tested (see attached),125.0,1.0,0.0,0.0,,0.0,0.0,False,1.0,18594.0,08123002006,20.06,408.0,323.0,44.0,143646.0,17.0,0.0,79.16666666666666,10.784313725490197,4.166666666666666,0.0,POINT (-104.91766 40.03514),10,Rural area,Rural,1329,173.43000000000393,173,2020 and After,Recent
402798655,S,CHEVRON USA INC,16700,400812102,2015-03-19,2012-07-11,Historical,nese  ,32,2n    ,102w   ,6,40.099592,-108.861426,,RIO BLANCO     ,,,   ,     ,Y,Y,0,0,0,>=5 and <100,0,"51 bbl of produced water was spilled , 50bbls were recovered",0,NON-CROP LAND                      ,,90 deg sunny                       ,OTHER (SPECIFY),chevron surface,0.0,0.0,0.0,0.0,0.0,"This spill is being entered by COGCC staff to document a historic spill. It is believed that proper notice was give by the operator at the time of spill, but it is not discoverable in the database.                                                                                                                                  A leak occurred on a 3/4 inch bleed valve nipple at the Main Water Plant's Solids Pump. Approximately 51 bbls of brine water was released. The line was shut in immediately upon detection. Vaccum trucks removed all of the free fluid, estimated recovery is approximately 50 bbls of brine water. The fluids that were picked up, were taken to the truck unloading facility at the Main Water Plant for recycling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,19354.0,08103951200,9512,2532.0,2144.0,295.0,59718.0,249.0,86.0,84.67614533965245,11.65086887835703,9.834123222748815,3.39652448657188,POINT (-108.861426 40.099592),10,Rural area,Rural,981,173.43000000000393,173,Before 2020,Historical
403208400,I w/S,KP KAUFFMAN COMPANY INC,46290,403208400,2022-10-26,2015-12-21,Historical,SESE  ,29,2N    ,58W    ,6,40.10257,-103.89023,,MORGAN         ,PIT,102705.0,   ,     ,,N,0,0,0,Unknown,0,Earthen evaporation pit,0,NON-CROP LAND                      ,reclaimed pit used as rangeland,Variable                           ,FEE,,,,,,,Facility #102705 was closed and reclaimed in 2012.  The landowner notification was provided in 2012.  Site investigation activities conducted in 2015 identified elevated levels of SAR and EC in soil samples collected from within the pit extent at 3 feet bgs.  No previous spill report was filed as Operator reported in 2018 that it has been unable to access the site to conduct further investigation.  Correspondence from Operator to COGCC dated 2018 is attached.,10/26/2022,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,150.0,150.0,3.0,,Post-reclamation soil sampling,sand to silty sand (SP-SM) with some clay (CL) layers,25.0,2.0,2000.0,0.0,1800.0,0.0,,1.0,,1.0,,1.0,2500.0,0.0,Depth to groundwater is inferred based on topo map data.  ,2022-10-26,0.0,0.0,0.0,0.0,,Unlined earthen pit operated from approximately1973 until 2012.  ,Pit has been properly reclaimed.,0.0,0.0,0.0,0.0,,0.0,0.0,False,1.0,9363.0,08087000600,6,6245.0,3713.0,3332.0,64961.0,919.0,81.0,59.45556445156125,53.3546837469976,14.715772618094475,1.2970376301040833,POINT (-103.89023 40.10257),4,Micropolitan core,Suburban,2501,173.43000000000393,173,2020 and After,Historical
403208977,I w/S,KP KAUFFMAN COMPANY INC,46290,403208977,2022-10-26,2021-07-21,Historical,NWNW  ,21,2N    ,66W    ,6,40.12919,-104.788576,,WELD           ,TANK BATTERY,470369.0,   ,     ,,N,0,0,0,Unknown,0,Report of a release based on soil analytical data,0,NON-CROP LAND                      ,,Variable                           ,FEE,,,,,,,Soils present on east and west sides of vault were collected from 0-8 inches deep. 470369 #1 was collected on east side of vault. 470359 #2 was collected on west side of vault. Two background samples were collected from just off the location. Locations of samples collected on 21 July 2021 are shown on attached annotated 2020 aerial image. Analytical data indicates that spills of produced water have impacted soils around the vault. Measured SAR in both sample near the vault exceed Table 915-1 thresholds and are greater than background concentrations. Measured concentrations of hot water soluble boron at both samples collected near the vault exceed thresholds in Table 915-1 and are greater than the background sample concentrations. The measured in sample 1 exceeds the Table 915-1 threshold and is greater than measured background concentrations. TPH in sample 1 is greater than 500 mg/kg.,10/26/2022,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,40.0,30.0,3.0,,Estimated based on dimensions of containment area.,Undetermined,15.0,37.0,500.0,0.0,400.0,0.0,300.0,0.0,,1.0,,1.0,500.0,0.0,Fulton Ditch and mapped wetland approximately 400 feet NE of site.  Second mapped wetland approximately 200 feet southwest of site.,2022-10-26,0.0,0.0,0.0,0.0,,COGCC conducted a site inspection on 7/21/21 and collected soil samples near the vessel.  Analytical results from the samples indicted a historical release had occurred.  ,Additional site investigation and testing of the vessel will occur.  ,0.0,0.0,0.0,0.0,,0.0,0.0,False,1.0,20542.0,08123001906,19.06,1656.0,993.0,951.0,62500.0,309.0,2.0,59.96376811594203,57.427536231884055,18.65942028985507,0.12077294685990338,POINT (-104.788576 40.12919),2,Metropolitan high commuting,Urban,462,173.43000000000393,173,2020 and After,Historical
403221391,I w/S,REYNOLDS* NOEL,74500,403221391,2022-11-07,2019-06-04,Historical,SESE  ,21,33n   ,12w    ,N,37.084166,-108.148208,,LA PLATA       ,PIT,119826.0,   ,     ,,N,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,NON-CROP LAND                      ,,Partly cloudy                      ,FEE,Russell Harris,,,,,,"Cottonwood Consulting, on behalf of the COGCC Orphaned Well Program, conducted a site assessment at the Ester #1 in June of 2019. Impacts were discovered during that assessment. The summary report from the consultant concluded that approximately 574 cubic yards of impacted material was present at this location. This summary report is Document #1657278, and has also been attached to this report.",11/07/2022,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,60.0,40.0,20.0,,"Excavation, field screening, and analytical results.","Witt loam, 3 to 8 percent slopes",35.0,4.0,1472.0,0.0,1110.0,0.0,,1.0,,1.0,,1.0,925.0,0.0,,2022-11-07,0.0,0.0,0.0,0.0,,Impacted material was discovered during a site assessment in 2019. Root cause and/or incident are unknown.,"The Ester #1 (API #067-06232) was plugged by the OWP in January 2020. Remediation Project #25730, created for pit closure, was completed in October 2022.",680.0,1.0,0.0,0.0,,,,False,1.0,25730.0,08067940400,9404,5935.0,5187.0,826.0,75000.0,523.0,51.0,87.39679865206402,13.91743892165122,8.812131423757371,0.8593091828138163,POINT (-108.148208 37.084166),5,Micropolitan high commuting,Suburban,1252,173.43000000000393,173,2020 and After,Historical
403272313,I,WESTERN OPERATING COMPANY,95620,403272313,2022-12-27,2017-08-25,Historical,SWSW  ,26,11N   ,53W    ,6,40.892679,-103.265038,,LOGAN          ,OTHER,,   ,     ,,N,Unknown,0,0,Unknown,0,,0,NON-CROP LAND                      ,,"Clear, 45 degrees fahrenheit       ",FEE,,,,,,,"This form is being filed to satisfy the requirement  in COGCC inspection document number 690900222.  An approximately 16,200 square foot area exists with stressed vegetation downgradient of the pit.  The progress of reclamation efforts to date have not met COGCC standards.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,,08075965900,9659,967.0,909.0,94.0,57500.0,83.0,49.0,94.0020682523268,9.720785935884178,8.583247156153051,5.067218200620475,POINT (-103.265038 40.892679),10,Rural area,Rural,1950,173.43000000000393,173,2020 and After,Historical
403276008,I,WESTERN OPERATING COMPANY,95620,403276008,2022-12-30,2017-02-09,Historical,NESE  ,27,11N   ,53W    ,6,40.895966,-103.269374,,LOGAN          ,OTHER,,   ,     ,,N,Unknown,0,0,Unknown,0,,0,NON-CROP LAND                      ,,"Clear, 45 degrees fahreneit        ",FEE,,,,,,,"This form is being submitted to satisfy the requirement in COGCC inspection report document number 690900217.  An approximately 38,000 square foot area exists with stressed vegetation downgradient of the pit.  The progress of reclamation efforts to date have not met COGCC standards.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,,08075965900,9659,967.0,909.0,94.0,57500.0,83.0,49.0,94.0020682523268,9.720785935884178,8.583247156153051,5.067218200620475,POINT (-103.269374 40.895966),10,Rural area,Rural,2150,173.43000000000393,173,2020 and After,Historical
403328103,I w/S,ENERGY SEARCH CO ADBA ENERGY SEARCH CO INC,27635,403328103,2023-02-22,2021-09-29,Historical,SENE  ,13,1S    ,68W    ,6,39.967053,-104.942787,,ADAMS          ,TANK BATTERY,319856.0,   ,     ,,N,Unknown,0,0,Unknown,0,,0,NON-CROP LAND                      ,,Sunny Clear                        ,FEE,Bryan D and Kim P Neitenbach,,,,,,Historic produced water leak - from concrete produced water vault and/or subsequent fiberglass produced water tank.,02/22/2023,,,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,100.0,30.0,25.0,,Site Investigation and subsequent excavation,Silty clay overlying claystone/siltstone/sandstone bedrock. ,75.0,100.0,165.0,0.0,1425.0,0.0,,1.0,,1.0,,1.0,230.0,0.0,,,,,,,,,,,,,,,,,False,1.0,18590.0,08001060002,600.02,4008.0,3086.0,772.0,137031.0,127.0,55.0,76.99600798403193,19.261477045908183,3.1686626746506983,1.372255489021956,POINT (-104.942787 39.967053),1,Metropolitan core,Urban,511,173.43000000000393,173,2020 and After,Historical
403328245,I w/S,ENERGY SEARCH CO ADBA ENERGY SEARCH CO INC,27635,403328245,2023-02-22,2021-09-29,Historical,SENE  ,13,1S    ,68W    ,6,39.967017,-104.942643,,ADAMS          ,FLOWLINE SYSTEM,319856.0,   ,     ,,N,Unknown,0,0,Unknown,0,,0,NON-CROP LAND                      ,Residential,"Snowy, cold, Temperatures 30 F     ",FEE,Neitenbach,,,,,,Noble Energy/Chevron decommissioned the tank battery in the fall of 2021 and retained Tasman Geoscience to conduct closure sampling. Flowline soil sample results indicated a historic spill/release had occurred on the North Colorado Boulevard (OWP) #1 well flowline at the manifold shed adjacent to the tank battery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,20982.0,08001060002,600.02,4008.0,3086.0,772.0,137031.0,127.0,55.0,76.99600798403193,19.261477045908183,3.1686626746506983,1.372255489021956,POINT (-104.942643 39.967017),1,Metropolitan core,Urban,511,173.43000000000393,173,2020 and After,Historical
403332304,S,WESTERN OPERATING COMPANY,95620,403272313,2022-12-27,2017-08-25,Historical,SWSW  ,26,11N   ,53W    ,6,40.892679,-103.265038,,LOGAN          ,OTHER,,   ,     ,,N,Unknown,0,0,Unknown,0,,0,NON-CROP LAND                      ,,"Clear, 45 degrees fahrenheit       ",FEE,,,,,,,"This form is being filed to satisfy the requirement  in COGCC inspection document number 690900222.  An approximately 16,200 square foot area exists with stressed vegetation downgradient of the pit.  The progress of reclamation efforts to date have not met COGCC standards.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,27153.0,08075965900,9659,967.0,909.0,94.0,57500.0,83.0,49.0,94.0020682523268,9.720785935884178,8.583247156153051,5.067218200620475,POINT (-103.265038 40.892679),10,Rural area,Rural,1950,173.43000000000393,173,2020 and After,Historical
403436236,I w/S,KP KAUFFMAN COMPANY INC,46290,403436236,2023-06-16,2022-04-25,Historical,SWNE  ,11,1S    ,68W    ,6,39.980783,-104.967218,,ADAMS          ,TANK BATTERY,482974.0,   ,     ,,N,Unknown,0,0,Unknown,0,,0,CROP LAND                          ,,"Sunny, 96 degrees                  ",FEE,LMV Capital,,,,,,"Historical soil impacts identified beneath tank battery, separator, and on location flowline during decommissioning activities. The release is stopped since all of the equipment on site has been removed.",06/16/2023,,,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,8.0,,"excavation and soil sampling. Data to be submitted in Form 27 under 26056.  Impact also identified in on location flowline between tank battery and separator (70 feet long, 5 ft wide, and 5 feet deep).  ","Platner Loam, 0-3% slopes. sandy clay (CL).",23.0,9.0,750.0,0.0,371.0,0.0,739.0,0.0,,1.0,2300.0,0.0,1915.0,0.0,"The depth to groundwater was estimated based on soil borings performed at the nearby Sack 1 site. Boring logs are provided as an
attachment.
The nearest water well is located north of the site.
Surface water distance was corrected as above and is located northwest of the site along with the 100-year floodplain mark and emergent wetlands.
The distance to livestock was corrected and is located at Anderson Farms to the northwest of the site.
The nearest building distance is a residence located east of the site.
An active eagle nest was identified at Latitude: 39.983746 Longitude: -104.965094. The site is within the 0.5 mile buffer. Please note
that no 2023 high priority habitats are within a 0.5 mile radius of the site. Rule 912.b.(1).G was selected as ""yes"" since it was an
accurate reporting criteria at the time of the release. The tree has been removed.",2023-06-16,0.0,0.0,0.0,0.0,,unknown. historic release identified during decommissioning.,all equipment has been removed from the site.  soil volume excavated is combined between tankbattery and wellhead. They were excavated together and not segregated. The manifests are attached and the same as submitted under Spill 483923.,380.0,1.0,0.0,0.0,,0.0,0.0,False,1.0,26056.0,08001060002,600.02,4008.0,3086.0,772.0,137031.0,127.0,55.0,76.99600798403193,19.261477045908183,3.1686626746506983,1.372255489021956,POINT (-104.967218 39.980783),1,Metropolitan core,Urban,417,173.43000000000393,173,2020 and After,Historical
403579867,I,ALAMOSA DRILLING INC,900,403579867,2023-11-01,2022-10-13,Recent,NWNE  ,19,32N   ,1E     ,N,37.00294,-106.88166,,ARCHULETA      ,WELL SITE,320915.0,   ,     ,,N,>0 and <1,0,0,0,0,,0,NON-CROP LAND                      ,,"Clear, dry                         ",FEE,,,,,,,"During plug and abandonment operations, sucker rods were removed from well and stacked on location surface. ECMC inspector noted residual downhole fluids were dripping onto location surface on Field Inspection Report # 702500604. Operator placed sucker rods on impermeable surface until the rods were removed from location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,,08007974300,9743,3492.0,2627.0,674.0,50744.0,326.0,64.0,75.2290950744559,19.30126002290951,9.335624284077893,1.8327605956471937,POINT (-106.88166 37.00294),10,Rural area,Rural,384,173.43000000000393,173,2020 and After,Recent
403599431,S,ALAMOSA DRILLING INC,900,403579867,2023-11-01,2022-10-13,Recent,NWNE  ,19,32N   ,1E     ,N,37.00294,-106.88166,,ARCHULETA      ,WELL SITE,320915.0,   ,     ,,N,>0 and <1,0,0,0,0,,0,NON-CROP LAND                      ,,"Clear, dry                         ",FEE,,,,,,,"During plug and abandonment operations, sucker rods were removed from well and stacked on location surface. ECMC inspector noted residual downhole fluids were dripping onto location surface on Field Inspection Report # 702500604. Operator placed sucker rods on impermeable surface until the rods were removed from location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,25936.0,08007974300,9743,3492.0,2627.0,674.0,50744.0,326.0,64.0,75.2290950744559,19.30126002290951,9.335624284077893,1.8327605956471937,POINT (-106.88166 37.00294),10,Rural area,Rural,384,173.43000000000393,173,2020 and After,Recent
403639729,I,PETRO OPERATING COMPANY LLC,10583,403639729,2023-12-29,2022-10-27,Historical,SENW  ,30,2N    ,66W    ,6,40.110909,-104.824469,,WELD           ,WELL,,123,09092,,N,0,Unknown,0,0,0,,0,OTHER                              ,Quarry,Sunny                              ,FEE,,,,,,,Impacted soil was identified in sample B01@5' during plugging and abandonment activities associated with the DI-TA (John Diterro) 2 well.  Assessment and remediation activities associated with the well plugging and abandonment and flow line abandonment will being conducted under remediation number 23474.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,,08123001910,19.10,1992.0,1717.0,1064.0,52917.0,234.0,49.0,86.19477911646585,53.41365461847389,11.74698795180723,2.459839357429719,POINT (-104.824469 40.110909),2,Metropolitan high commuting,Urban,428,173.43000000000393,173,2020 and After,Historical
403690001,I w/S,KERR MCGEE OIL & GAS ONSHORE LP,47120,403690001,2024-02-16,2022-05-09,Historical,NWNE  ,12,1N    ,68W    ,6,40.069483,-104.948097,,WELD           ,FLOWLINE SYSTEM,,123,30441,,N,Unknown,Unknown,0,Unknown,0,,0,OTHER                              ,,Sunny 50°F                         ,FEE,,,,,,,"During plugging and abandonment activities at the Stonebraker 6-12A, 8, 21, 24-12 wellheads, historically impacted soil was discovered at flowline pothole location FL01. The volume of the release is unknown. The assessment details will be summarized in a supplemental Form 27 report (Remediation No. 22054; Form 27 Initial Document No. 402953109). These historical impacts were initially reported under F19 document number 403012731 and are being reported under a new F19 document number as a result of a COA in Form 27 document number 403381179. The topographic Site Location Map showing the geographic setting of the release is provided as Figure 1.",02/16/2024,,,1.0,,,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,30.0,71.0,7.0,,Confirmation soil samples have been collected from the excavation area for laboratory analysis of the full Table 915-1 list (as applicable). The analytical results and assessment details will be provided in a supplemental Form 27 report (Remediation No. 22054; Form 27 Initial Document No. 402953109). A photo log is attached.,Clayey Sand (SC),20.0,7.0,1100.0,0.0,1250.0,0.0,,1.0,,1.0,4000.0,0.0,700.0,0.0,,2024-02-16,0.0,0.0,0.0,0.0,,"During plugging and abandonment activities at the Stonebraker 6-12A, 8, 21, 24-12 wellheads, historically impacted soil was discovered at flowline pothole location FL01. The volume of the release is unknown. ",The flowlines have been permanently removed.,,0.0,0.0,0.0,,,,False,1.0,22054.0,08123002005,20.05,1343.0,1106.0,245.0,140588.0,25.0,10.0,82.35294117647058,18.242740134028296,1.8615040953090096,0.7446016381236039,POINT (-104.948097 40.069483),2,Metropolitan high commuting,Urban,648,173.43000000000393,173,2020 and After,Historical
403756228,I w/S,NOBLE ENERGY INC,100322,403756228,2024-04-16,2023-02-27,Historical,SESW  ,16,5N    ,64W    ,6,40.39544,-104.555204,,WELD           ,WELL,,123,25730,,N,Unknown,Unknown,0,Unknown,0,,0,NON-CROP LAND                      ,,Sunny and 38 degrees               ,FEE,,,,,,,Impacted soil related to a historical release was observed adjacent to the Patriot B 16-24  wellhead and exceeded the ECMC PGSSLs following laboratory analysis of soil collected during the flowline decommissioning.,04/16/2024,,,1.0,,,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,8.0,7.0,2.0,,Via excavation,SC,43.0,59.0,2266.0,0.0,95.0,0.0,607.0,0.0,,1.0,,1.0,2479.0,0.0,,2024-04-16,0.0,0.0,0.0,0.0,,Unknown historical release from wellhead flowline.,The flowline has been decommissioned and the wellhead has been cut and capped. ,4.0,1.0,0.0,0.0,,0.0,0.0,False,0.0,,08123001600,16,4023.0,3581.0,612.0,82865.0,268.0,62.0,89.01317424807358,15.212527964205815,6.661695252299279,1.5411384538901318,POINT (-104.555204 40.39544),2,Metropolitan high commuting,Urban,414,173.43000000000393,173,2020 and After,Historical
403757545,I w/S,KP KAUFFMAN COMPANY INC,46290,403757545,2024-04-17,2022-10-24,Historical,NENE  ,6,1N    ,68W    ,6,40.084742,-105.03955,,WELD           ,OFF-LOCATION FLOWLINE,475969.0,   ,     ,,N,Unknown,0,0,0,0,,0,CROP LAND                          ,,"Sunny, 46 degrees                  ",FEE,ME Erie LLC,,,,,,KPK was performing P&A operations on 10/24/2022 for the Koch 41-6 wellhead and associated flowline when PID field screening and analytical results indicated the presence of organics at sample location SS-3@5'. The sample location was excavated to 7' depth on 10/31/2022 and tested clean both on the PID and the laboratory analytical results. The excavation has been backfilled. This Form 19 submittal has been required by the ECMC.,08/08/2024,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,7.0,,"Extent of impacts was determined utilizing excavation, impacts were discovered when field screening showed high PID readings at the SS-3@5' soil sample location. Analytical results indicated elevated levels of hydrocarbons at SS-3@5' location. The impacted soils were then removed through excavation and re-sampled at 7' depth bgs and confirmed that no organic exceedance remained. 
See attached tables and figures. ","Sandy Soil
",8.0,37.0,320.0,0.0,420.0,0.0,1143.0,0.0,,1.0,778.0,0.0,410.0,0.0,"Distances and directions to potential receptors are as follows: 
Water well: approximately 340 feet northwest from the release. 
Surface water: Boulder and Weld County ditch is located approximately 420 feet west of the release, lower boulder ditch is located approximately 500' southeast from the release. 
Wetlands: freshwater emergent wetland is located approximately 1143 feet southwest of the release. 
Livestock: located approximately 778 southwest of the release. 
Occupied building: located approximately 410 feet west of the release. 
Aquatic Sportfishing Management waters: located approximately 0.89 miles west of the release. ",2024-08-09,0.0,0.0,0.0,0.0,,"Elevated organic concentrations of GRO, RRO, and DRO were found at SS-3@5' beneath the flowline. No integrity issues were noted on the flowline.",Soil impacts were noted during P&A activities at the flowline. The flowline has been removed. ,8.0,1.0,0.0,0.0,,0.0,0.0,False,0.0,,08123002009,20.09,5144.0,4449.0,312.0,150927.0,55.0,76.0,86.48911353032659,6.065318818040436,1.0692068429237946,1.4774494556765163,POINT (-105.03955 40.084742),1,Metropolitan core,Urban,541,173.43000000000393,173,2020 and After,Historical
403791618,I,MAGPIE OPERATING INC,52530,403791618,2024-05-15,2011-08-30,Historical,NENE  ,36,9N    ,55W    ,6,40.714817,-103.462663,,LOGAN          ,PIT,116333.0,   ,     ,,N,0,0,0,Unknown,Unknown,Three historic evaporation pits,0,NON-CROP LAND                      ,,Unknown at time of discovery       ,OTHER (SPECIFY),CO State Land Board,,,,,,"An Initial Form 27 was submitted on 8/30/2011 (Document 1761290) to complete administrative pit closure on three unlined pits at the Site (pit closure occurred in 1997). Subsequent Form 27 Supplementals have documented sample collection and analysis. Inspection performed on 01/03/2024 (Document 709100202) referenced salt scarring and need for additional sampling/analysis for full Table 915-1 parameters. Approved Form 27 Supplemental (Document 403738665) was completed to outline next assessment action; this Document included a COA to complete a Form 19 to document historic release. Upon approval of this Form 19, a Form 19 Supplemental will be submitted requesting closure with additional Site Investigation to continue under Remediation Project #6103.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,,08075966000,9660,2214.0,2011.0,310.0,61339.0,259.0,77.0,90.83107497741643,14.001806684733515,11.698283649503162,3.4778681120144532,POINT (-103.462663 40.714817),5,Micropolitan high commuting,Suburban,4642,173.43000000000393,173,2020 and After,Historical
403846130,S,MAGPIE OPERATING INC,52530,403791618,2024-05-15,2011-08-30,Historical,NENE  ,36,9N    ,55W    ,6,40.714817,-103.462663,,LOGAN          ,PIT,116333.0,   ,     ,,N,0,0,0,Unknown,Unknown,Three historic evaporation pits,0,NON-CROP LAND                      ,,Unknown at time of discovery       ,OTHER (SPECIFY),CO State Land Board,,,,,,"An Initial Form 27 was submitted on 8/30/2011 (Document 1761290) to complete administrative pit closure on three unlined pits at the Site (pit closure occurred in 1997). Subsequent Form 27 Supplementals have documented sample collection and analysis. Inspection performed on 01/03/2024 (Document 709100202) referenced salt scarring and need for additional sampling/analysis for full Table 915-1 parameters. Approved Form 27 Supplemental (Document 403738665) was completed to outline next assessment action; this Document included a COA to complete a Form 19 to document historic release. 

This Form 19 Supplemental requests closure with additional Site Investigation to continue under Remediation Project #6103.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,6103.0,08075966000,9660,2214.0,2011.0,310.0,61339.0,259.0,77.0,90.83107497741643,14.001806684733515,11.698283649503162,3.4778681120144532,POINT (-103.462663 40.714817),5,Micropolitan high commuting,Suburban,4642,173.43000000000393,173,2020 and After,Historical
